,error,knn__n_neighbors,mean,rca__chunk_size,rca__num_chunks,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,technique,dataset
0,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007123231887817382,0.0016118288040161133,0.0005367755889892578,RCA+kNN,ionosphere
1,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014246463775634765,0.006928467750549316,0.0010532617568969726,RCA+kNN,ionosphere
2,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002136969566345215,0.0164309024810791,0.001538562774658203,RCA+kNN,ionosphere
3,Cascading:low >= high,1,0,1,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002849292755126953,0.02532658576965332,0.001538562774658203,RCA+kNN,ionosphere
4,Cascading:low >= high,1,0,1,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035616159439086914,0.032834219932556155,0.001538562774658203,RCA+kNN,ionosphere
5,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00427393913269043,0.03446056842803955,0.0020409107208251955,RCA+kNN,ionosphere
6,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,2,50,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.7647058823529411,0.0,0.7352941176470589,0.34807235412521176,0.004986262321472168,0.03984553813934326,0.002541971206665039,RCA+kNN,ionosphere
7,Cascading:low >= high,1,0,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005698585510253906,0.04380340576171875,0.002541971206665039,RCA+kNN,ionosphere
8,Cascading:low >= high,1,0,2,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006410908699035644,0.04776263236999512,0.002541971206665039,RCA+kNN,ionosphere
9,Cascading:low >= high,1,0,2,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007123231887817383,0.051834702491760254,0.002541971206665039,RCA+kNN,ionosphere
10,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00783555507659912,0.05358731746673584,0.0030518293380737303,RCA+kNN,ionosphere
11,Cascading:low >= high,1,0,3,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00854787826538086,0.05651407241821289,0.0030518293380737303,RCA+kNN,ionosphere
12,Cascading:low >= high,1,0,3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009260201454162597,0.059386801719665525,0.0030518293380737303,RCA+kNN,ionosphere
13,Cascading:low >= high,1,0,3,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009972524642944337,0.0622553825378418,0.0030518293380737303,RCA+kNN,ionosphere
14,Cascading:low >= high,1,0,3,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010684847831726074,0.0651470422744751,0.0030518293380737303,RCA+kNN,ionosphere
15,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,5,10,0.0,0.9117647058823529,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.3392341035462719,0.011397171020507812,0.06698288917541503,0.003564333915710449,RCA+kNN,ionosphere
16,Cascading:low >= high,1,0,5,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012109494209289551,0.0690690040588379,0.003564333915710449,RCA+kNN,ionosphere
17,Cascading:low >= high,1,0,5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012821817398071289,0.07159566879272461,0.003564333915710449,RCA+kNN,ionosphere
18,Cascading:low >= high,1,0,5,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013534140586853028,0.07361559867858887,0.003564333915710449,RCA+kNN,ionosphere
19,Cascading:low >= high,1,0,5,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014246463775634766,0.07559607028961182,0.003564333915710449,RCA+kNN,ionosphere
20,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,7,10,0.7777777777777778,0.0,0.75,0.5833333333333334,0.8333333333333334,0.0,0.7714285714285715,0.8235294117647058,0.8235294117647058,0.0,0.3574297311806758,0.014958786964416503,0.07741143703460693,0.004062008857727051,RCA+kNN,ionosphere
21,Cascading:low >= high,1,0,7,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01567111015319824,0.07901475429534913,0.004062008857727051,RCA+kNN,ionosphere
22,Cascading:low >= high,1,0,7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016383433341979982,0.0806494951248169,0.004062008857727051,RCA+kNN,ionosphere
23,Cascading:low >= high,1,0,7,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01709575653076172,0.08231170177459717,0.004062008857727051,RCA+kNN,ionosphere
24,Cascading:low >= high,1,0,7,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017808079719543457,0.08391454219818115,0.004062008857727051,RCA+kNN,ionosphere
25,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,10,10,0.0,0.8529411764705882,0.0,0.7777777777777778,0.75,0.0,0.0,0.0,0.0,0.0,0.3644399330770746,0.018520402908325195,0.08620932102203369,0.004793810844421387,RCA+kNN,ionosphere
26,Cascading:low >= high,1,0,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019232726097106932,0.08763315677642822,0.004793810844421387,RCA+kNN,ionosphere
27,Cascading:low >= high,1,0,10,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945049285888673,0.08892412185668945,0.004793810844421387,RCA+kNN,ionosphere
28,Cascading:low >= high,1,0,10,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02065737247467041,0.09026968479156494,0.004793810844421387,RCA+kNN,ionosphere
29,Cascading:low >= high,1,0,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02136969566345215,0.09156112670898438,0.004793810844421387,RCA+kNN,ionosphere
30,Cascading:low >= high,1,0,16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022082018852233886,0.0931842565536499,0.004793810844421387,RCA+kNN,ionosphere
31,Cascading:low >= high,1,0,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022794342041015624,0.09440741539001465,0.004793810844421387,RCA+kNN,ionosphere
32,Cascading:low >= high,1,0,16,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023506665229797365,0.09549233913421631,0.004793810844421387,RCA+kNN,ionosphere
33,Cascading:low >= high,1,0,16,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024218988418579102,0.09784526824951172,0.004793810844421387,RCA+kNN,ionosphere
34,Cascading:low >= high,1,0,16,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02493131160736084,0.09987437725067139,0.004793810844421387,RCA+kNN,ionosphere
35,Cascading:low >= high,1,0,32,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025643634796142577,0.10109598636627197,0.004793810844421387,RCA+kNN,ionosphere
36,Cascading:low >= high,1,0,32,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026355957984924315,0.10226409435272217,0.004793810844421387,RCA+kNN,ionosphere
37,Cascading:low >= high,1,0,32,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027068281173706056,0.10355031490325928,0.004793810844421387,RCA+kNN,ionosphere
38,Cascading:low >= high,1,0,32,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027780604362487794,0.10469677448272705,0.004793810844421387,RCA+kNN,ionosphere
39,Cascading:low >= high,1,0,32,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02849292755126953,0.10608484745025634,0.004793810844421387,RCA+kNN,ionosphere
40,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02920525074005127,0.10769667625427246,0.0053302526473999025,RCA+kNN,ionosphere
41,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029917573928833006,0.11301331520080567,0.005854225158691407,RCA+kNN,ionosphere
42,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030629897117614747,0.12251574993133545,0.006339454650878906,RCA+kNN,ionosphere
43,Cascading:low >= high,2,0,1,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03134222030639648,0.13141143321990967,0.006339454650878906,RCA+kNN,ionosphere
44,Cascading:low >= high,2,0,1,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03205454349517822,0.1389190673828125,0.006339454650878906,RCA+kNN,ionosphere
45,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032766866683959964,0.1405454158782959,0.006846117973327637,RCA+kNN,ionosphere
46,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0,2,50,0.0,0.0,0.0,0.0,0.0,0.8611111111111112,0.0,0.8235294117647058,0.0,0.7647058823529411,0.374774377852198,0.0334791898727417,0.14593038558959961,0.007337141036987305,RCA+kNN,ionosphere
47,Cascading:low >= high,2,0,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03419151306152344,0.1498882532119751,0.007337141036987305,RCA+kNN,ionosphere
48,Cascading:low >= high,2,0,2,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03490383625030517,0.15384747982025146,0.007337141036987305,RCA+kNN,ionosphere
49,Cascading:low >= high,2,0,2,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035616159439086914,0.1579195499420166,0.007337141036987305,RCA+kNN,ionosphere
50,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036328482627868655,0.15967216491699218,0.007837724685668946,RCA+kNN,ionosphere
51,Cascading:low >= high,2,0,3,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03704080581665039,0.16259891986846925,0.007837724685668946,RCA+kNN,ionosphere
52,Cascading:low >= high,2,0,3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03775312900543213,0.16547164916992188,0.007837724685668946,RCA+kNN,ionosphere
53,Cascading:low >= high,2,0,3,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038465452194213864,0.16834022998809814,0.007837724685668946,RCA+kNN,ionosphere
54,Cascading:low >= high,2,0,3,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039177775382995605,0.17123188972473144,0.007837724685668946,RCA+kNN,ionosphere
55,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0,5,10,0.0,0.8529411764705882,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.3372834005286994,0.039890098571777347,0.17306773662567138,0.008341026306152344,RCA+kNN,ionosphere
56,Cascading:low >= high,2,0,5,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04060242176055908,0.17515385150909424,0.008341026306152344,RCA+kNN,ionosphere
57,Cascading:low >= high,2,0,5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04131474494934082,0.17768051624298095,0.008341026306152344,RCA+kNN,ionosphere
58,Cascading:low >= high,2,0,5,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042027068138122556,0.17970044612884523,0.008341026306152344,RCA+kNN,ionosphere
59,Cascading:low >= high,2,0,5,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0427393913269043,0.18168091773986816,0.008341026306152344,RCA+kNN,ionosphere
60,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0,7,10,0.7777777777777778,0.0,0.8333333333333334,0.6944444444444444,0.8333333333333334,0.0,0.8571428571428571,0.8529411764705882,0.8823529411764706,0.0,0.37842038425790964,0.04345171451568604,0.18349628448486327,0.008823966979980469,RCA+kNN,ionosphere
61,Cascading:low >= high,2,0,7,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04416403770446777,0.18509960174560547,0.008823966979980469,RCA+kNN,ionosphere
62,Cascading:low >= high,2,0,7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04487636089324951,0.18673434257507324,0.008823966979980469,RCA+kNN,ionosphere
63,Cascading:low >= high,2,0,7,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04558868408203125,0.18839654922485352,0.008823966979980469,RCA+kNN,ionosphere
64,Cascading:low >= high,2,0,7,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04630100727081299,0.1899993896484375,0.008823966979980469,RCA+kNN,ionosphere
65,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0,10,10,0.0,0.8823529411764706,0.0,0.8055555555555556,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.3855184656753163,0.04701333045959473,0.19229416847229003,0.009330344200134278,RCA+kNN,ionosphere
66,Cascading:low >= high,2,0,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04772565364837646,0.19371800422668456,0.009330344200134278,RCA+kNN,ionosphere
67,Cascading:low >= high,2,0,10,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048437976837158205,0.1950089693069458,0.009330344200134278,RCA+kNN,ionosphere
68,Cascading:low >= high,2,0,10,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04915030002593994,0.19635453224182128,0.009330344200134278,RCA+kNN,ionosphere
69,Cascading:low >= high,2,0,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04986262321472168,0.19764597415924073,0.009330344200134278,RCA+kNN,ionosphere
70,Cascading:low >= high,2,0,16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05057494640350342,0.19926910400390624,0.009330344200134278,RCA+kNN,ionosphere
71,Cascading:low >= high,2,0,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051287269592285155,0.200492262840271,0.009330344200134278,RCA+kNN,ionosphere
72,Cascading:low >= high,2,0,16,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051999592781066896,0.20157718658447266,0.009330344200134278,RCA+kNN,ionosphere
73,Cascading:low >= high,2,0,16,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05271191596984863,0.20393011569976807,0.009330344200134278,RCA+kNN,ionosphere
74,Cascading:low >= high,2,0,16,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05342423915863037,0.20595922470092773,0.009330344200134278,RCA+kNN,ionosphere
75,Cascading:low >= high,2,0,32,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05413656234741211,0.20718083381652833,0.009330344200134278,RCA+kNN,ionosphere
76,Cascading:low >= high,2,0,32,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054848885536193846,0.20834894180297853,0.009330344200134278,RCA+kNN,ionosphere
77,Cascading:low >= high,2,0,32,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05556120872497559,0.20963516235351562,0.009330344200134278,RCA+kNN,ionosphere
78,Cascading:low >= high,2,0,32,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05627353191375732,0.2107816219329834,0.009330344200134278,RCA+kNN,ionosphere
79,Cascading:low >= high,2,0,32,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05698585510253906,0.21216969490051268,0.009330344200134278,RCA+kNN,ionosphere
80,"Input contains NaN, infinity or a value too large for dtype('float64').",4,0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057698178291320804,0.2137815237045288,0.009859466552734375,RCA+kNN,ionosphere
81,"Input contains NaN, infinity or a value too large for dtype('float64').",4,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05841050148010254,0.21909816265106202,0.010367822647094727,RCA+kNN,ionosphere
82,"Input contains NaN, infinity or a value too large for dtype('float64').",4,0,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05912282466888428,0.2286005973815918,0.010921072959899903,RCA+kNN,ionosphere
83,Cascading:low >= high,4,0,1,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05983514785766601,0.237496280670166,0.010921072959899903,RCA+kNN,ionosphere
84,Cascading:low >= high,4,0,1,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060547471046447754,0.24500391483306885,0.010921072959899903,RCA+kNN,ionosphere
85,"Input contains NaN, infinity or a value too large for dtype('float64').",4,0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061259794235229495,0.24663026332855226,0.011513352394104004,RCA+kNN,ionosphere
86,"Input contains NaN, infinity or a value too large for dtype('float64').",4,0,2,50,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.7647058823529411,0.0,0.7058823529411765,0.3530841213796974,0.06197211742401123,0.25201523303985596,0.012069344520568848,RCA+kNN,ionosphere
87,Cascading:low >= high,4,0,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06268444061279296,0.25597310066223145,0.012069344520568848,RCA+kNN,ionosphere
88,Cascading:low >= high,4,0,2,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0633967638015747,0.2599323272705078,0.012069344520568848,RCA+kNN,ionosphere
89,Cascading:low >= high,4,0,2,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06410908699035645,0.26400439739227294,0.012069344520568848,RCA+kNN,ionosphere
90,"Input contains NaN, infinity or a value too large for dtype('float64').",4,0,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06482141017913819,0.2657570123672485,0.012599921226501465,RCA+kNN,ionosphere
91,Cascading:low >= high,4,0,3,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06553373336791993,0.26868376731872556,0.012599921226501465,RCA+kNN,ionosphere
92,Cascading:low >= high,4,0,3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06624605655670165,0.2715564966201782,0.012599921226501465,RCA+kNN,ionosphere
93,Cascading:low >= high,4,0,3,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669583797454834,0.2744250774383545,0.012599921226501465,RCA+kNN,ionosphere
94,Cascading:low >= high,4,0,3,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06767070293426514,0.2773167371749878,0.012599921226501465,RCA+kNN,ionosphere
95,"Input contains NaN, infinity or a value too large for dtype('float64').",4,0,5,10,0.0,0.8823529411764706,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.3433122802920221,0.06838302612304688,0.27915258407592775,0.013118267059326172,RCA+kNN,ionosphere
96,Cascading:low >= high,4,0,5,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06909534931182862,0.2812386989593506,0.013118267059326172,RCA+kNN,ionosphere
97,Cascading:low >= high,4,0,5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06980767250061035,0.2837653636932373,0.013118267059326172,RCA+kNN,ionosphere
98,Cascading:low >= high,4,0,5,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07051999568939209,0.28578529357910154,0.013118267059326172,RCA+kNN,ionosphere
99,Cascading:low >= high,4,0,5,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07123231887817383,0.28776576519012453,0.013118267059326172,RCA+kNN,ionosphere
100,"Input contains NaN, infinity or a value too large for dtype('float64').",4,0,7,10,0.7777777777777778,0.0,0.7222222222222222,0.8055555555555556,0.8333333333333334,0.0,0.7714285714285715,0.7647058823529411,0.8529411764705882,0.0,0.3635180893380394,0.07194464206695557,0.28958113193511964,0.013607621192932129,RCA+kNN,ionosphere
101,Cascading:low >= high,4,0,7,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07265696525573731,0.29118444919586184,0.013607621192932129,RCA+kNN,ionosphere
102,Cascading:low >= high,4,0,7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07336928844451904,0.2928191900253296,0.013607621192932129,RCA+kNN,ionosphere
103,Cascading:low >= high,4,0,7,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07408161163330078,0.29448139667510986,0.013607621192932129,RCA+kNN,ionosphere
104,Cascading:low >= high,4,0,7,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07479393482208252,0.29608423709869386,0.013607621192932129,RCA+kNN,ionosphere
